"id","itemid","modification","slotid"
20812,62,"FSS Sharkfin 90",8
20813,62,"Agent Grip",8
20814,62,"Bruen Sync Shot Grip",8
20815,62,"XTEN Drop Grip",8
20816,62,"Phase-3 Grip",8
20817,62,"Merc Foregrip",8
20818,62,"Lockgrip Precision-40",8
20819,62,"Hex-40 Grip",8
20820,62,"Schlager Tango",8
20821,62,"VX Pineapple",8
18055,4,"3x RFL-Optic",5
18056,35,"3x RFL-Optic",5
18059,19,"3x RFL-Optic",5
18061,23,"3x RFL-Optic",5
18062,34,"3x RFL-Optic",5
18063,28,"3x RFL-Optic",5
18064,29,"3x RFL-Optic",5
18065,17,"3x RFL-Optic",5
18066,21,"3x RFL-Optic",5
13843,17,"7.62 Overpressured +P",11
18067,22,"3x RFL-Optic",5
18068,7,"3x RFL-Optic",5
18069,9,"3x RFL-Optic",5
18070,38,"3x RFL-Optic",5
18071,32,"3x RFL-Optic",5
18072,45,"3x RFL-Optic",5
18073,31,"3x RFL-Optic",5
18076,25,"3x RFL-Optic",5
18077,12,"3x RFL-Optic",5
18078,31,"SZ Ultra 11.5x",5
18080,37,"SZ Ultra 11.5x",5
18081,25,"SZ Ultra 11.5x",5
19009,35,"Commando Foregrip",8
19010,42,"Commando Foregrip",8
19011,16,"Commando Foregrip",8
20764,62,"SZ Minitac-40",5
20211,56,"Teplo Clear Shot",5
20011,49,"Polarfire-S",1
20236,56,"Lockgrip Precision-40",8
20237,56,"Hex-40 Grip",8
20238,56,"Schlager Tango",8
20239,56,"VX Pineapple",8
10928,35,"Cronen OP44",1
10929,42,"Cronen OP44",1
20406,59,"1mW Quick Fire Laser",4
20407,59,"Accu-Shot 5mW Laser",4
20408,59,"VLK LZR 7mW",4
20409,59,"Schlager ULO-66 Laser",4
20410,59,"Stovl TAC Laser",4
20411,59,"Hipshot L20",4
20412,59,"Point-G3P 04",4
20413,59,"FJX Ultrabeam XR",4
20414,59,"EXF Solarflare",4
19012,19,"Commando Foregrip",8
19014,23,"Commando Foregrip",8
19015,34,"Commando Foregrip",8
19016,28,"Commando Foregrip",8
19017,29,"Commando Foregrip",8
19018,18,"Commando Foregrip",8
19019,41,"Commando Foregrip",8
19020,14,"Commando Foregrip",8
19021,15,"Commando Foregrip",8
19022,39,"Commando Foregrip",8
19023,33,"Commando Foregrip",8
19024,30,"Commando Foregrip",8
18013,36,"SZ Oscar-9",5
19025,11,"Commando Foregrip",8
19026,2,"Commando Foregrip",8
19027,20,"Commando Foregrip",8
19028,17,"Commando Foregrip",8
19029,21,"Commando Foregrip",8
19031,9,"Commando Foregrip",8
19032,38,"Commando Foregrip",8
13984,45,"6.5mm High Velocity",11
19033,32,"Commando Foregrip",8
19034,37,"Commando Foregrip",8
20415,59,"1mW Artemis Laser",4
20416,59,"7mW Canted Laser",4
14589,15,"Integrated Reflex Rail",3
20822,62,"OP-X9 Foregrip",8
20106,49,"TRX-56 Stock",6
19035,10,"EXF Backdraft Grip",8
19036,8,"EXF Backdraft Grip",8
19037,4,"EXF Backdraft Grip",8
19038,35,"EXF Backdraft Grip",8
19039,42,"EXF Backdraft Grip",8
19040,16,"EXF Backdraft Grip",8
19080,29,"XTEN Nexus Grip",8
19081,18,"XTEN Nexus Grip",8
13990,31,".300 Mag Hollowpoint",11
13991,31,".300 Mag High Velocity",11
19244,13,"9mm Overpressured +P",11
19315,37,".50 Cal High Velocity",11
19317,37,".50 Cal Incendiary",11
20765,62,"XRK On-Point Optic",5
20766,62,"DF105 Reflex Sight",5
20767,62,"Monocle CT90",5
20768,62,"Corvus SOL-76",5
20769,62,"SZ Recharge-DX",5
20770,62,"SZ SRO-7",5
20771,62,"Corio RE-X Pro",5
20772,62,"Corio Enforcer Optic",5
20773,62,"SZ Lonewolf Optic",5
20774,62,"Kazan-Holo",5
20775,62,"Corvus Downrange-00",5
20776,62,"SZ Holotherm",5
20777,62,"XTEN Angel-40",5
20778,62,"VLK 4.0 Optic",5
20779,62,"Schlager 3.4x",5
20780,62,"Forge Tac Delta 4",5
20781,62,"Cronen Zero-P Optic",5
20782,62,"SZ Bullseye Optic",5
12911,22,"SP-X 80 6.6x",5
20160,56,"Echoline GS-X",1
14638,46,"Hipshot L20",4
11269,27,"Bruen Cubic Comp",1
11270,24,"Bruen Cubic Comp",1
11271,41,"Bruen Cubic Comp",1
11272,14,"Bruen Cubic Comp",1
11273,44,"Bruen Cubic Comp",1
11274,15,"Bruen Cubic Comp",1
11275,26,"Bruen Cubic Comp",1
11276,18,"Spiral V3.5 Flash Hider",1
14606,32,"ZLR Reinforced Lockbolt",14
11277,27,"Spiral V3.5 Flash Hider",1
11278,24,"Spiral V3.5 Flash Hider",1
11279,41,"Spiral V3.5 Flash Hider",1
11280,14,"Spiral V3.5 Flash Hider",1
11281,44,"Spiral V3.5 Flash Hider",1
11282,15,"Spiral V3.5 Flash Hider",1
11283,26,"Spiral V3.5 Flash Hider",1
11284,18,"FOX-202 Flash Hider",1
13992,31,".300 Mag Overpressured +P",11
11285,27,"FOX-202 Flash Hider",1
20783,62,"SZ Aggressor-IR Optic",5
20823,62,"Operator Foregrip",8
20784,62,"Schlager Night View",5
11286,24,"FOX-202 Flash Hider",1
11287,41,"FOX-202 Flash Hider",1
11288,14,"FOX-202 Flash Hider",1
11289,44,"FOX-202 Flash Hider",1
11290,15,"FOX-202 Flash Hider",1
11291,26,"FOX-202 Flash Hider",1
11349,11,"Vulture Claw Breacher",1
11355,11,"XTEN Full Choke",1
11356,33,"XTEN Modified Choke",1
11357,30,"XTEN Modified Choke",1
11369,37,"Demon Helix XL",1
11358,11,"XTEN Modified Choke",1
11359,33,"Bryson Improved Choke",1
11360,30,"Bryson Improved Choke",1
11361,11,"Bryson Improved Choke",1
20417,59,"Slimline Pro",5
12395,20,"SZ Aggressor-IR Optic",5
11363,30,"Bryson Choke",1
11364,11,"Bryson Choke",1
11365,37,"Bruen Agent 90 Silencer",1
11366,37,"Nilsound 90 Silencer",1
11367,37,"H26 Ported Comp",1
11368,37,"Legion Fire Comp",1
11370,6,"CN30 Suppressor",1
11371,5,"CN30 Suppressor",1
11372,13,"CN30 Suppressor",1
11373,6,"Forge DX90-F",1
11374,5,"Forge DX90-F",1
11375,13,"Forge DX90-F",1
11376,6,"FT Steel Fire",1
11377,5,"FT Steel Fire",1
11378,13,"FT Steel Fire",1
11379,6,"DZS Open Comp",1
11380,5,"DZS Open Comp",1
11381,13,"DZS Open Comp",1
20161,56,"Harbinger D20",1
11382,6,"SLAB-10 Comp",1
11383,5,"SLAB-10 Comp",1
11384,13,"SLAB-10 Comp",1
11385,6,"XRK Ventor-900",1
11386,5,"XRK Ventor-900",1
11387,13,"XRK Ventor-900",1
11388,6,"Comp 905F Pistol",1
11389,5,"Comp 905F Pistol",1
11390,13,"Comp 905F Pistol",1
11392,5,"Bruen Tri-Port",1
11393,13,"Bruen Tri-Port",1
14012,3,".500 Armor Piercing",11
11394,6,"Corvus Series-D",1
11395,5,"Corvus Series-D",1
11396,13,"Corvus Series-D",1
11398,5,"XRK QZ-105",1
11399,13,"XRK QZ-105",1
11400,6,"SA GF90 Flash Hider",1
11401,5,"SA GF90 Flash Hider",1
13993,37,".50 Cal Frangible",11
20824,62,"TV Wrecker Grip",8
11402,13,"SA GF90 Flash Hider",1
11403,6,"Hole Punch Breacher",1
11404,5,"Hole Punch Breacher",1
11405,13,"Hole Punch Breacher",1
11406,1,"EXF Fifty GS",1
11407,1,"Matuzek Crown",1
11408,1,"FTAC Fifty Comp",1
11409,1,"Potato Masher",1
11410,1,"SA Peak-77",1
11411,1,"GW Flash Fifty",1
11412,3,"RVS607 Compensator",1
11415,3,"FSS VMW Flash Hider",1
11416,31,"Cronen Irons",5
11458,10,"SZ Mini",5
11459,8,"SZ Mini",5
11460,4,"SZ Mini",5
11461,35,"SZ Mini",5
11577,1,"Cronen Mini Pro",5
11462,42,"SZ Mini",5
13806,10,"5.56 Frangible",11
13807,8,"5.56 Frangible",11
14319,4,"Kastov-Rama",6
12397,17,"SZ Aggressor-IR Optic",5
14000,25,".300 Frangible",11
12398,21,"SZ Aggressor-IR Optic",5
12399,22,"SZ Aggressor-IR Optic",5
12401,9,"SZ Aggressor-IR Optic",5
12402,38,"SZ Aggressor-IR Optic",5
12403,32,"SZ Aggressor-IR Optic",5
12240,36,"Schlager 3.4x",5
12241,40,"Schlager 3.4x",5
12242,17,"Schlager 3.4x",5
12243,21,"Schlager 3.4x",5
12244,22,"Schlager 3.4x",5
12245,7,"Schlager 3.4x",5
12246,9,"Schlager 3.4x",5
12247,38,"Schlager 3.4x",5
14607,25,"ZLR Reinforced Lockbolt",14
11464,43,"SZ Mini",5
11465,19,"SZ Mini",5
20162,56,"Echoless-80",1
20163,56,"FSS Covert V",1
20164,56,"Gauge-9 Mono",1
20165,56,"RF Crown 50",1
20166,56,"Komodo Heavy",1
20131,38,"SA Leveler 55",1
20132,32,"SA Leveler 55",1
20133,45,"SA Leveler 55",1
20134,37,"23.5"" SA Fifty-H7",2
20135,15,"Hollow Extended Stock",6
20136,34,"FSS Spider Grip",16
20138,34,"FSS Gen. 7 Grip",16
20140,33,"TV CF40 Guard",9
20141,33,"AZ-40 Shotguard",9
20142,33,"Azarov T15",9
20018,49,"Lockshot KT85",1
20418,59,"SZ Mini",5
20020,49,"Sakin Tread-40",1
11466,23,"SZ Mini",5
11467,34,"SZ Mini",5
20825,62,"Bruen Tilt Grip",8
20826,62,"Cronen Grooveshot Grip",8
20827,62,"Bruen Warrior Grip",8
20828,62,"Bipod V9 Grip",8
20829,62,"Level Aim Bipod",8
20830,62,"Cornerstone Bipod",8
20831,62,"XTEN Stable Shot",8
20832,62,"SPW 40mm",8
20833,62,"Corvus Masterkey",8
20834,62,"Commando Foregrip",8
20835,62,"EXF Backdraft Grip",8
20836,62,"XTEN Nexus Grip",8
20837,62,"Core BP2",8
20838,62,"SPW 40mm Drill",8
20839,62,"6.8 Armor Piercing",11
20840,62,"6.8 Composite",11
20841,62,"6.8 Frangible",11
11468,28,"SZ Mini",5
11469,29,"SZ Mini",5
11470,18,"SZ Mini",5
11471,27,"SZ Mini",5
11472,24,"SZ Mini",5
11473,41,"SZ Mini",5
11474,14,"SZ Mini",5
11475,44,"SZ Mini",5
13799,40,"XRK Dune Grip",8
11476,15,"SZ Mini",5
11477,26,"SZ Mini",5
12048,7,"Kazan-Holo",5
11478,39,"SZ Mini",5
11479,33,"SZ Mini",5
11480,30,"SZ Mini",5
11481,11,"SZ Mini",5
11482,2,"SZ Mini",5
11483,20,"SZ Mini",5
11484,36,"SZ Mini",5
11485,40,"SZ Mini",5
13994,37,".50 Cal Armor Piercing",11
11487,21,"SZ Mini",5
20419,59,"Cronen Mini Red Dot",5
20420,59,"Cronen Mini Pro",5
11488,22,"SZ Mini",5
11489,7,"SZ Mini",5
11490,9,"SZ Mini",5
11491,38,"SZ Mini",5
20842,62,"6.8 Hollowpoint",11
20843,62,"6.8 High Velocity",11
20785,62,"VX350 Thermal Optic",5
11492,32,"SZ Mini",5
20021,49,"GL Clear Breach",1
11353,33,"XTEN Full Choke",1
11493,45,"SZ Mini",5
11494,6,"SZ Mini",5
11495,1,"SZ Mini",5
10588,26,"DXS Flash 90",4
13834,20,"5.56 Incendiary",11
11496,5,"SZ Mini",5
14106,18,"Lach-165 Zulu",2
11497,3,"SZ Mini",5
11498,13,"SZ Mini",5
11500,8,"Cronen Mini Red Dot",5
11501,4,"Cronen Mini Red Dot",5
11502,35,"Cronen Mini Red Dot",5
11503,42,"Cronen Mini Red Dot",5
11504,16,"Cronen Mini Red Dot",5
11505,43,"Cronen Mini Red Dot",5
11507,23,"Cronen Mini Red Dot",5
11508,34,"Cronen Mini Red Dot",5
11509,28,"Cronen Mini Red Dot",5
11510,29,"Cronen Mini Red Dot",5
14608,12,"ZLR Reinforced Lockbolt",14
14609,7,"FSS ST87 Bolt",14
11511,18,"Cronen Mini Red Dot",5
11512,27,"Cronen Mini Red Dot",5
11513,24,"Cronen Mini Red Dot",5
11514,41,"Cronen Mini Red Dot",5
11515,14,"Cronen Mini Red Dot",5
10652,20,"Stovl TAC Laser",4
11516,44,"Cronen Mini Red Dot",5
11517,15,"Cronen Mini Red Dot",5
20787,62,"DR582 Hybrid Sight",5
20788,62,"Hybrid Firepoint",5
11518,26,"Cronen Mini Red Dot",5
11519,39,"Cronen Mini Red Dot",5
11520,33,"Cronen Mini Red Dot",5
11521,30,"Cronen Mini Red Dot",5
11522,11,"Cronen Mini Red Dot",5
11523,2,"Cronen Mini Red Dot",5
11524,20,"Cronen Mini Red Dot",5
11525,36,"Cronen Mini Red Dot",5
11526,40,"Cronen Mini Red Dot",5
11527,17,"Cronen Mini Red Dot",5
11528,21,"Cronen Mini Red Dot",5
11529,22,"Cronen Mini Red Dot",5
11532,38,"Cronen Mini Red Dot",5
11533,32,"Cronen Mini Red Dot",5
11534,45,"Cronen Mini Red Dot",5
11535,6,"Cronen Mini Red Dot",5
11536,1,"Cronen Mini Red Dot",5
11537,5,"Cronen Mini Red Dot",5
20786,62,"Teplo-OP3 Scope",5
13995,37,".50 Cal Explosive",11
13996,25,".300 Armor Piercing",11
11538,3,"Cronen Mini Red Dot",5
11539,13,"Cronen Mini Red Dot",5
11540,10,"Cronen Mini Pro",5
20022,49,"TA HUL-Breach KL",1
11541,8,"Cronen Mini Pro",5
11542,4,"Cronen Mini Pro",5
11543,35,"Cronen Mini Pro",5
11544,42,"Cronen Mini Pro",5
11545,16,"Cronen Mini Pro",5
11546,43,"Cronen Mini Pro",5
11547,19,"Cronen Mini Pro",5
10589,2,"DXS Flash 90",4
11548,23,"Cronen Mini Pro",5
11549,34,"Cronen Mini Pro",5
11550,28,"Cronen Mini Pro",5
11551,29,"Cronen Mini Pro",5
14153,25,"16"" ZLR Executor 80 Barrel",2
11552,18,"Cronen Mini Pro",5
11553,27,"Cronen Mini Pro",5
11554,24,"Cronen Mini Pro",5
11555,41,"Cronen Mini Pro",5
11556,14,"Cronen Mini Pro",5
11557,44,"Cronen Mini Pro",5
11558,15,"Cronen Mini Pro",5
11559,26,"Cronen Mini Pro",5
11560,39,"Cronen Mini Pro",5
11561,33,"Cronen Mini Pro",5
11562,30,"Cronen Mini Pro",5
14610,32,"FSS ST87 Bolt",14
14611,25,"FSS ST87 Bolt",14
11563,11,"Cronen Mini Pro",5
11564,2,"Cronen Mini Pro",5
11565,20,"Cronen Mini Pro",5
11568,17,"Cronen Mini Pro",5
11569,21,"Cronen Mini Pro",5
10653,9,"Stovl TAC Laser",4
11570,22,"Cronen Mini Pro",5
11571,7,"Cronen Mini Pro",5
11572,9,"Cronen Mini Pro",5
11573,38,"Cronen Mini Pro",5
11574,32,"Cronen Mini Pro",5
11575,45,"Cronen Mini Pro",5
11578,5,"Cronen Mini Pro",5
11579,3,"Cronen Mini Pro",5
11580,13,"Cronen Mini Pro",5
11581,10,"SZ Sigma-IV Optic",5
11582,8,"SZ Sigma-IV Optic",5
11583,4,"SZ Sigma-IV Optic",5
11584,35,"SZ Sigma-IV Optic",5
11585,42,"SZ Sigma-IV Optic",5
11587,43,"SZ Sigma-IV Optic",5
11588,19,"SZ Sigma-IV Optic",5
11589,23,"SZ Sigma-IV Optic",5
11591,28,"SZ Sigma-IV Optic",5
11592,29,"SZ Sigma-IV Optic",5
11593,18,"SZ Sigma-IV Optic",5
20422,59,"SZ Minitac-40",5
20844,62,"6.8 Overpressured +P",11
11594,27,"SZ Sigma-IV Optic",5
13997,12,".300 Armor Piercing",11
11595,24,"SZ Sigma-IV Optic",5
11596,41,"SZ Sigma-IV Optic",5
11597,14,"SZ Sigma-IV Optic",5
11598,44,"SZ Sigma-IV Optic",5
20023,49,"FR Titan Silencer",1
11600,26,"SZ Sigma-IV Optic",5
11601,39,"SZ Sigma-IV Optic",5
11602,33,"SZ Sigma-IV Optic",5
11603,30,"SZ Sigma-IV Optic",5
11604,11,"SZ Sigma-IV Optic",5
11605,2,"SZ Sigma-IV Optic",5
11606,20,"SZ Sigma-IV Optic",5
11607,36,"SZ Sigma-IV Optic",5
11608,40,"SZ Sigma-IV Optic",5
10590,36,"DXS Flash 90",4
11609,17,"SZ Sigma-IV Optic",5
11610,21,"SZ Sigma-IV Optic",5
11611,22,"SZ Sigma-IV Optic",5
11612,7,"SZ Sigma-IV Optic",5
11613,9,"SZ Sigma-IV Optic",5
11614,38,"SZ Sigma-IV Optic",5
11615,32,"SZ Sigma-IV Optic",5
11616,45,"SZ Sigma-IV Optic",5
11617,6,"SZ Sigma-IV Optic",5
11618,1,"SZ Sigma-IV Optic",5
11619,5,"SZ Sigma-IV Optic",5
11620,3,"SZ Sigma-IV Optic",5
11621,13,"SZ Sigma-IV Optic",5
11622,10,"SZ Minitac-40",5
11623,8,"SZ Minitac-40",5
11624,4,"SZ Minitac-40",5
14612,12,"FSS ST87 Bolt",14
11625,35,"SZ Minitac-40",5
20790,62,"BPZ40 Hybrid",5
11626,42,"SZ Minitac-40",5
11627,16,"SZ Minitac-40",5
11628,43,"SZ Minitac-40",5
11630,23,"SZ Minitac-40",5
11631,34,"SZ Minitac-40",5
10654,42,"Hipshot L20",4
10655,18,"Hipshot L20",4
11632,28,"SZ Minitac-40",5
11633,29,"SZ Minitac-40",5
11634,18,"SZ Minitac-40",5
11635,27,"SZ Minitac-40",5
11636,24,"SZ Minitac-40",5
11637,41,"SZ Minitac-40",5
11638,14,"SZ Minitac-40",5
11639,44,"SZ Minitac-40",5
11640,15,"SZ Minitac-40",5
11642,39,"SZ Minitac-40",5
11643,33,"SZ Minitac-40",5
11644,30,"SZ Minitac-40",5
11645,11,"SZ Minitac-40",5
11646,2,"SZ Minitac-40",5
11647,20,"SZ Minitac-40",5
11648,36,"SZ Minitac-40",5
11650,17,"SZ Minitac-40",5
11651,21,"SZ Minitac-40",5
20845,62,"SB6.8 16""",2
20846,62,"LR6.8 22""",2
11652,22,"SZ Minitac-40",5
20423,59,"XRK On-Point Optic",5
11654,9,"SZ Minitac-40",5
11655,38,"SZ Minitac-40",5
13998,25,".300 Incendiary",11
11656,32,"SZ Minitac-40",5
11657,45,"SZ Minitac-40",5
11658,6,"SZ Minitac-40",5
11659,1,"SZ Minitac-40",5
20024,49,"SA Leveler 55",1
14037,8,"17.5"" Tundra Pro Barrel",2
11660,5,"SZ Minitac-40",5
11661,3,"SZ Minitac-40",5
11662,13,"SZ Minitac-40",5
11663,10,"XRK On-Point Optic",5
11664,8,"XRK On-Point Optic",5
11665,4,"XRK On-Point Optic",5
11666,35,"XRK On-Point Optic",5
11667,42,"XRK On-Point Optic",5
11668,16,"XRK On-Point Optic",5
11669,43,"XRK On-Point Optic",5
11670,19,"XRK On-Point Optic",5
10591,40,"DXS Flash 90",4
11671,23,"XRK On-Point Optic",5
11672,34,"XRK On-Point Optic",5
11673,28,"XRK On-Point Optic",5
11674,29,"XRK On-Point Optic",5
11675,18,"XRK On-Point Optic",5
11676,27,"XRK On-Point Optic",5
11677,24,"XRK On-Point Optic",5
11678,41,"XRK On-Point Optic",5
11679,14,"XRK On-Point Optic",5
11680,44,"XRK On-Point Optic",5
11681,15,"XRK On-Point Optic",5
11682,26,"XRK On-Point Optic",5
20791,62,"Angel-40 4.8x",5
20792,62,"Thermo-Optic X9",5
11683,39,"XRK On-Point Optic",5
11684,33,"XRK On-Point Optic",5
14613,31,"Cronen B85 Bolt",14
11685,30,"XRK On-Point Optic",5
11686,11,"XRK On-Point Optic",5
11687,2,"XRK On-Point Optic",5
11688,20,"XRK On-Point Optic",5
11689,36,"XRK On-Point Optic",5
10656,27,"Hipshot L20",4
10657,24,"Hipshot L20",4
11690,40,"XRK On-Point Optic",5
11691,17,"XRK On-Point Optic",5
11692,21,"XRK On-Point Optic",5
11693,22,"XRK On-Point Optic",5
11694,7,"XRK On-Point Optic",5
11695,9,"XRK On-Point Optic",5
11696,38,"XRK On-Point Optic",5
11698,45,"XRK On-Point Optic",5
11699,37,"XRK On-Point Optic",5
20789,62,"SZ Vortex-90",5
11701,3,"XRK On-Point Optic",5
11702,13,"XRK On-Point Optic",5
11703,10,"DF105 Reflex Sight",5
20424,59,"DF105 Reflex Sight",5
11817,37,"Corvus SOL-76",5
11705,4,"DF105 Reflex Sight",5
11706,35,"DF105 Reflex Sight",5
11707,42,"DF105 Reflex Sight",5
11708,16,"DF105 Reflex Sight",5
11709,43,"DF105 Reflex Sight",5
13999,12,".300 Incendiary",11
11710,19,"DF105 Reflex Sight",5
19996,49,"1mW Quick Fire Laser",4
11711,23,"DF105 Reflex Sight",5
11712,34,"DF105 Reflex Sight",5
11713,28,"DF105 Reflex Sight",5
11714,29,"DF105 Reflex Sight",5
11715,18,"DF105 Reflex Sight",5
11716,27,"DF105 Reflex Sight",5
11717,24,"DF105 Reflex Sight",5
11718,41,"DF105 Reflex Sight",5
11719,44,"DF105 Reflex Sight",5
11720,15,"DF105 Reflex Sight",5
11721,26,"DF105 Reflex Sight",5
11723,33,"DF105 Reflex Sight",5
11724,30,"DF105 Reflex Sight",5
11725,11,"DF105 Reflex Sight",5
11726,2,"DF105 Reflex Sight",5
10592,17,"DXS Flash 90",4
11727,20,"DF105 Reflex Sight",5
11728,36,"DF105 Reflex Sight",5
11729,40,"DF105 Reflex Sight",5
11730,17,"DF105 Reflex Sight",5
11731,21,"DF105 Reflex Sight",5
11732,22,"DF105 Reflex Sight",5
20793,62,"Teplo Clear Shot",5
10659,39,"Hipshot L20",4
11734,9,"DF105 Reflex Sight",5
14629,3,"Bryson HTA",10
11735,38,"DF105 Reflex Sight",5
11736,32,"DF105 Reflex Sight",5
11737,45,"DF105 Reflex Sight",5
11738,37,"DF105 Reflex Sight",5
14614,31,"Cronen Smooth Bolt",14
11739,1,"DF105 Reflex Sight",5
11740,3,"DF105 Reflex Sight",5
11741,13,"DF105 Reflex Sight",5
11742,10,"Monocle CT90",5
10658,15,"Hipshot L20",4
11743,8,"Monocle CT90",5
11744,4,"Monocle CT90",5
11745,35,"Monocle CT90",5
11746,42,"Monocle CT90",5
11747,16,"Monocle CT90",5
11748,43,"Monocle CT90",5
11750,23,"Monocle CT90",5
14381,26,"FTAC Stock Cap",6
20847,62,"HR6.8 Barrel",2
11751,34,"Monocle CT90",5
11752,28,"Monocle CT90",5
11753,29,"Monocle CT90",5
11754,18,"Monocle CT90",5
11755,27,"Monocle CT90",5
20425,59,"Monocle CT90",5
11757,41,"Monocle CT90",5
11758,44,"Monocle CT90",5
11759,15,"Monocle CT90",5
11760,26,"Monocle CT90",5
11761,39,"Monocle CT90",5
11762,33,"Monocle CT90",5
11763,30,"Monocle CT90",5
10660,33,"Hipshot L20",4
19997,49,"Accu-Shot 5mW Laser",4
11764,11,"Monocle CT90",5
11765,2,"Monocle CT90",5
11766,20,"Monocle CT90",5
11767,36,"Monocle CT90",5
11768,40,"Monocle CT90",5
11769,17,"Monocle CT90",5
11770,21,"Monocle CT90",5
11771,22,"Monocle CT90",5
11772,7,"Monocle CT90",5
11773,9,"Monocle CT90",5
11775,32,"Monocle CT90",5
11776,45,"Monocle CT90",5
11777,37,"Monocle CT90",5
11778,1,"Monocle CT90",5
11779,3,"Monocle CT90",5
11780,13,"Monocle CT90",5
11781,10,"Corvus SOL-76",5
11782,8,"Corvus SOL-76",5
11783,4,"Corvus SOL-76",5
11784,35,"Corvus SOL-76",5
11785,42,"Corvus SOL-76",5
11786,16,"Corvus SOL-76",5
11787,43,"Corvus SOL-76",5
11788,19,"Corvus SOL-76",5
11789,23,"Corvus SOL-76",5
20852,62,"FJX Z-Pad 9",6
11790,34,"Corvus SOL-76",5
11791,28,"Corvus SOL-76",5
11792,29,"Corvus SOL-76",5
11793,18,"Corvus SOL-76",5
11794,27,"Corvus SOL-76",5
11795,24,"Corvus SOL-76",5
11796,41,"Corvus SOL-76",5
11797,14,"Corvus SOL-76",5
11798,44,"Corvus SOL-76",5
11799,15,"Corvus SOL-76",5
11800,26,"Corvus SOL-76",5
19055,39,"EXF Backdraft Grip",8
19056,33,"EXF Backdraft Grip",8
19057,30,"EXF Backdraft Grip",8
19058,11,"EXF Backdraft Grip",8
19059,2,"EXF Backdraft Grip",8
19060,20,"EXF Backdraft Grip",8
19061,17,"EXF Backdraft Grip",8
19062,21,"EXF Backdraft Grip",8
19064,9,"EXF Backdraft Grip",8
19065,38,"EXF Backdraft Grip",8
20848,62,"30 Round Mag",13
20849,62,"50 Round Drum",13
19066,37,"EXF Backdraft Grip",8
19067,13,"EXF Backdraft Grip",8
19070,4,"XTEN Nexus Grip",8
19071,35,"XTEN Nexus Grip",8
20483,59,"TV Wrecker Grip",8
20484,59,"Bruen Tilt Grip",8
19072,42,"XTEN Nexus Grip",8
19073,16,"XTEN Nexus Grip",8
19074,43,"XTEN Nexus Grip",8
19075,19,"XTEN Nexus Grip",8
19077,23,"XTEN Nexus Grip",8
11801,39,"Corvus SOL-76",5
11802,33,"Corvus SOL-76",5
11803,30,"Corvus SOL-76",5
11804,11,"Corvus SOL-76",5
11805,2,"Corvus SOL-76",5
19998,49,"VLK LZR 7mW",4
14002,25,".300 Hollowpoint",11
14053,43,"Shorttac 330mm",2
11806,20,"Corvus SOL-76",5
11807,36,"Corvus SOL-76",5
11808,40,"Corvus SOL-76",5
11809,17,"Corvus SOL-76",5
11810,21,"Corvus SOL-76",5
11811,22,"Corvus SOL-76",5
11812,7,"Corvus SOL-76",5
11813,9,"Corvus SOL-76",5
11814,38,"Corvus SOL-76",5
11815,32,"Corvus SOL-76",5
11816,45,"Corvus SOL-76",5
11818,1,"Corvus SOL-76",5
11819,3,"Corvus SOL-76",5
11820,13,"Corvus SOL-76",5
11861,10,"SZ SRO-7",5
11862,8,"SZ SRO-7",5
11863,4,"SZ SRO-7",5
11864,35,"SZ SRO-7",5
20854,62,"D15 Grip",16
11865,42,"SZ SRO-7",5
11866,16,"SZ SRO-7",5
11867,43,"SZ SRO-7",5
10672,30,"Point-G3P 04",4
11868,19,"SZ SRO-7",5
11869,23,"SZ SRO-7",5
11870,34,"SZ SRO-7",5
11871,28,"SZ SRO-7",5
11872,29,"SZ SRO-7",5
11873,18,"SZ SRO-7",5
11874,27,"SZ SRO-7",5
11875,24,"SZ SRO-7",5
11876,41,"SZ SRO-7",5
11310,39,"Tempus VOX",1
13869,21,"7.62 Hollowpoint",11
11756,24,"Monocle CT90",5
14072,23,"Romeo FT 16"" Barrel",2
20850,62,"B13 Pad",6
14312,17,"KSTV-RPK Factory",6
14117,15,"16"" Cloak 90",2
14704,46,"Mack 8 33.5 Super",2
14705,46,"Mack 8 21.5 Short",2
10319,35,"Schlager PEQ Box IV",4
10347,4,"Corio LAZ-44 V3",4
10473,2,"Stovl DR Laser Box",4
10528,14,"FTAC Grimline Laser",4
20214,56,"Luca Bandera Scope",5
13321,2,"Phase-3 Grip",8
11911,29,"Corio RE-X Pro",5
11912,18,"Corio RE-X Pro",5
11913,27,"Corio RE-X Pro",5
11914,24,"Corio RE-X Pro",5
11252,38,"GL Clear Breach",1
11253,32,"GL Clear Breach",1
11254,45,"GL Clear Breach",1
11255,4,"TA HUL-Breach KL",1
11256,23,"TA HUL-Breach KL",1
19999,49,"Schlager ULO-66 Laser",4
11257,34,"TA HUL-Breach KL",1
14056,41,"KAS-1 381mm",2
11258,28,"TA HUL-Breach KL",1
11259,29,"TA HUL-Breach KL",1
11260,2,"TA HUL-Breach KL",1
11261,17,"TA HUL-Breach KL",1
11262,21,"TA HUL-Breach KL",1
11263,22,"TA HUL-Breach KL",1
11264,7,"TA HUL-Breach KL",1
11265,38,"TA HUL-Breach KL",1
11266,32,"TA HUL-Breach KL",1
11267,45,"TA HUL-Breach KL",1
11988,34,"SZ Lonewolf Optic",5
11989,28,"SZ Lonewolf Optic",5
